Time,X,Y,Z,i,j,k,q,GX,GY,GZ
8.14,48.88,65.75,86.87,0.6507,-0.4622,-0.5248,-0.2960,8.94,-4.01,0.21
8.16,48.81,65.75,86.87,0.6509,-0.4620,-0.5248,-0.2957,8.94,-4.02,0.21
8.19,48.81,65.69,86.75,0.6512,-0.4618,-0.5247,-0.2955,8.93,-4.02,0.22
8.21,48.81,65.69,86.69,0.6514,-0.4617,-0.5245,-0.2957,8.93,-4.02,0.22
8.24,48.81,65.75,86.81,0.6508,-0.4621,-0.5249,-0.2958,8.94,-4.01,0.21
8.26,48.88,65.75,87.06,0.6504,-0.4623,-0.5251,-0.2957,8.94,-4.01,0.20
8.28,48.88,65.75,87.06,0.6503,-0.4624,-0.5253,-0.2955,8.94,-4.01,0.20
8.31,48.88,65.75,87.06,0.6505,-0.4622,-0.5252,-0.2957,8.94,-4.01,0.20
8.33,48.88,65.75,86.87,0.6510,-0.4619,-0.5247,-0.2959,8.94,-4.01,0.22
8.35,48.88,65.75,86.69,0.6512,-0.4616,-0.5245,-0.2961,8.94,-4.01,0.23
8.38,48.88,65.75,86.69,0.6511,-0.4617,-0.5246,-0.2961,8.94,-4.01,0.22
8.40,48.94,65.75,86.94,0.6506,-0.4620,-0.5250,-0.2961,8.94,-4.01,0.21
8.42,48.94,65.75,87.06,0.6502,-0.4622,-0.5253,-0.2960,8.94,-4.01,0.20
8.45,48.94,65.75,87.12,0.6501,-0.4622,-0.5255,-0.2959,8.94,-4.02,0.20
8.47,48.88,65.69,87.06,0.6505,-0.4620,-0.5254,-0.2957,8.94,-4.02,0.20
8.49,48.88,65.75,86.94,0.6507,-0.4619,-0.5251,-0.2959,8.94,-4.02,0.21
8.51,48.94,65.75,86.81,0.6508,-0.4617,-0.5249,-0.2962,8.94,-4.01,0.22
8.54,48.94,65.75,86.87,0.6506,-0.4619,-0.5250,-0.2962,8.94,-4.01,0.21
8.56,48.94,65.75,87.00,0.6503,-0.4621,-0.5253,-0.2961,8.94,-4.01,0.20
8.59,48.94,65.75,87.06,0.6501,-0.4622,-0.5254,-0.2961,8.94,-4.01,0.20
8.61,48.94,65.75,87.00,0.6503,-0.4621,-0.5253,-0.2961,8.94,-4.01,0.20
8.63,48.94,65.75,87.00,0.6503,-0.4620,-0.5253,-0.2962,8.94,-4.01,0.20
8.66,48.94,65.75,87.00,0.6503,-0.4620,-0.5253,-0.2962,8.94,-4.01,0.20
8.68,48.94,65.75,87.00,0.6501,-0.4620,-0.5254,-0.2962,8.94,-4.01,0.20
8.71,49.00,65.75,87.12,0.6499,-0.4622,-0.5256,-0.2962,8.94,-4.01,0.19
8.73,49.00,65.81,87.25,0.6497,-0.4623,-0.5258,-0.2963,8.94,-4.01,0.19
8.75,48.94,65.75,87.12,0.6499,-0.4622,-0.5257,-0.2961,8.94,-4.01,0.19
8.78,48.94,65.75,87.00,0.6503,-0.4619,-0.5255,-0.2962,8.94,-4.01,0.20
8.80,48.94,65.75,86.94,0.6505,-0.4617,-0.5253,-0.2963,8.94,-4.01,0.21
8.82,48.94,65.75,86.94,0.6504,-0.4618,-0.5253,-0.2963,8.94,-4.01,0.21
8.84,49.00,65.75,87.06,0.6500,-0.4620,-0.5256,-0.2963,8.94,-4.01,0.20
8.87,49.00,65.75,87.25,0.6495,-0.4623,-0.5260,-0.2961,8.94,-4.01,0.18
8.89,49.00,65.75,87.37,0.6494,-0.4625,-0.5262,-0.2961,8.94,-4.01,0.18
8.91,49.00,65.75,87.31,0.6495,-0.4623,-0.5261,-0.2962,8.94,-4.01,0.18
8.94,48.94,65.75,87.12,0.6500,-0.4620,-0.5258,-0.2962,8.94,-4.01,0.19
8.96,49.00,65.75,87.00,0.6503,-0.4617,-0.5253,-0.2965,8.94,-4.01,0.21
8.98,49.00,65.81,86.94,0.6503,-0.4617,-0.5253,-0.2968,8.94,-4.01,0.21
9.00,49.06,65.81,87.00,0.6500,-0.4619,-0.5255,-0.2968,8.94,-4.01,0.20
9.03,49.06,65.81,87.19,0.6495,-0.4622,-0.5259,-0.2966,8.94,-4.01,0.18
9.05,49.00,65.81,87.31,0.6494,-0.4623,-0.5261,-0.2963,8.94,-4.01,0.18
9.08,49.00,65.75,87.31,0.6495,-0.4622,-0.5261,-0.2963,8.94,-4.01,0.18
9.10,49.00,65.75,87.06,0.6500,-0.4618,-0.5258,-0.2964,8.94,-4.01,0.20
9.12,49.00,65.75,87.00,0.6501,-0.4617,-0.5255,-0.2967,8.94,-4.01,0.21
9.14,49.06,65.81,86.94,0.6501,-0.4617,-0.5254,-0.2969,8.94,-4.01,0.21
9.17,49.13,65.81,87.00,0.6498,-0.4619,-0.5255,-0.2971,8.94,-4.00,0.20
9.19,49.13,65.81,87.12,0.6494,-0.4622,-0.5258,-0.2971,8.95,-4.00,0.19
9.22,49.13,65.81,87.19,0.6494,-0.4622,-0.5258,-0.2969,8.94,-4.00,0.19
9.24,49.06,65.81,87.12,0.6497,-0.4620,-0.5257,-0.2968,8.94,-4.00,0.20
9.26,49.06,65.81,87.06,0.6498,-0.4619,-0.5256,-0.2969,8.94,-4.00,0.20
9.28,49.06,65.81,87.06,0.6498,-0.4619,-0.5256,-0.2969,8.94,-4.00,0.20
9.31,49.06,65.81,87.06,0.6498,-0.4619,-0.5256,-0.2970,8.94,-4.00,0.20
9.33,49.13,65.81,87.12,0.6495,-0.4620,-0.5258,-0.2971,8.94,-4.00,0.19
9.35,49.13,65.81,87.12,0.6495,-0.4620,-0.5258,-0.2971,8.94,-4.00,0.19
9.38,49.13,65.81,87.06,0.6497,-0.4619,-0.5257,-0.2971,8.94,-4.00,0.20
9.40,49.13,65.81,87.00,0.6498,-0.4617,-0.5256,-0.2971,8.94,-4.00,0.20
9.42,49.13,65.81,87.00,0.6498,-0.4617,-0.5256,-0.2971,8.94,-4.00,0.20
9.45,49.13,65.81,87.00,0.6498,-0.4617,-0.5256,-0.2971,8.94,-4.00,0.20
9.47,49.13,65.81,87.12,0.6495,-0.4619,-0.5258,-0.2972,8.94,-4.00,0.19
9.49,49.19,65.81,87.12,0.6494,-0.4620,-0.5258,-0.2972,8.94,-4.00,0.19
9.52,49.19,65.81,87.12,0.6495,-0.4619,-0.5258,-0.2973,8.94,-4.00,0.19
9.54,49.13,65.81,87.00,0.6498,-0.4617,-0.5256,-0.2971,8.94,-4.00,0.20
9.57,49.13,65.81,87.00,0.6499,-0.4616,-0.5256,-0.2972,8.94,-4.00,0.20
9.59,49.13,65.81,87.00,0.6498,-0.4617,-0.5256,-0.2972,8.94,-4.00,0.20
9.61,49.19,65.81,87.12,0.6495,-0.4619,-0.5258,-0.2973,8.94,-4.00,0.20
9.63,49.19,65.81,87.12,0.6494,-0.4619,-0.5258,-0.2974,8.94,-4.00,0.19
9.66,49.19,65.81,87.06,0.6495,-0.4618,-0.5258,-0.2974,8.94,-4.00,0.20
9.68,49.19,65.81,87.00,0.6498,-0.4616,-0.5255,-0.2975,8.94,-4.00,0.21
9.70,49.19,65.81,86.87,0.6500,-0.4615,-0.5253,-0.2975,8.94,-4.00,0.21
9.73,49.19,65.81,86.94,0.6499,-0.4615,-0.5254,-0.2975,8.95,-4.00,0.20
9.75,49.19,65.87,87.12,0.6493,-0.4619,-0.5258,-0.2976,8.95,-4.00,0.19
9.77,49.19,65.87,87.19,0.6492,-0.4620,-0.5259,-0.2975,8.95,-4.00,0.19
9.80,49.19,65.87,87.12,0.6494,-0.4619,-0.5258,-0.2975,8.95,-4.00,0.19
9.82,49.19,65.87,86.94,0.6497,-0.4617,-0.5255,-0.2977,8.95,-4.00,0.21
9.84,49.19,65.87,86.75,0.6501,-0.4614,-0.5251,-0.2979,8.95,-3.99,0.22
9.86,49.25,65.87,86.75,0.6500,-0.4614,-0.5251,-0.2981,8.95,-3.99,0.22
9.89,49.25,65.87,86.94,0.6495,-0.4617,-0.5254,-0.2982,8.95,-3.99,0.21
9.91,49.25,65.87,87.12,0.6489,-0.4622,-0.5259,-0.2979,8.95,-3.99,0.19
9.93,49.31,65.94,87.37,0.6486,-0.4624,-0.5262,-0.2977,8.95,-3.99,0.18
9.96,49.31,65.87,87.37,0.6486,-0.4622,-0.5263,-0.2979,8.95,-3.99,0.18
9.98,49.25,65.87,87.19,0.6490,-0.4620,-0.5260,-0.2979,8.95,-3.99,0.20
10.00,49.31,65.87,86.94,0.6494,-0.4616,-0.5255,-0.2982,8.95,-3.99,0.21
10.03,49.31,65.94,86.87,0.6495,-0.4615,-0.5253,-0.2985,8.95,-3.99,0.21
10.05,49.38,65.94,86.87,0.6494,-0.4616,-0.5253,-0.2987,8.95,-3.98,0.21
10.07,49.38,65.94,87.06,0.6488,-0.4620,-0.5258,-0.2986,8.95,-3.98,0.19
10.09,49.38,65.94,87.25,0.6487,-0.4621,-0.5261,-0.2982,8.95,-3.98,0.19
10.12,49.31,65.87,87.25,0.6487,-0.4621,-0.5262,-0.2980,8.95,-3.99,0.18
10.14,49.31,65.87,87.19,0.6489,-0.4620,-0.5261,-0.2980,8.95,-3.99,0.19
10.16,49.31,65.94,87.06,0.6492,-0.4617,-0.5256,-0.2985,8.95,-3.98,0.20
10.18,49.38,65.94,86.87,0.6495,-0.4615,-0.5253,-0.2988,8.95,-3.98,0.21
10.21,49.38,65.94,86.87,0.6494,-0.4616,-0.5252,-0.2990,8.95,-3.98,0.21
10.23,49.38,65.94,87.06,0.6489,-0.4618,-0.5258,-0.2986,8.95,-3.98,0.20
10.26,49.31,65.94,87.25,0.6487,-0.4619,-0.5261,-0.2982,8.95,-3.99,0.19
10.28,49.31,65.87,87.25,0.6487,-0.4620,-0.5262,-0.2980,8.95,-3.99,0.18
10.30,49.31,65.87,87.06,0.6491,-0.4617,-0.5259,-0.2982,8.95,-3.99,0.20
10.32,49.38,65.94,86.81,0.6495,-0.4614,-0.5253,-0.2988,8.95,-3.98,0.21
10.35,49.38,65.94,86.75,0.6495,-0.4614,-0.5251,-0.2990,8.95,-3.98,0.22
10.37,49.38,65.94,86.87,0.6494,-0.4615,-0.5253,-0.2989,8.95,-3.98,0.21
10.39,49.44,65.94,87.12,0.6488,-0.4619,-0.5259,-0.2986,8.95,-3.98,0.19
10.42,49.38,65.94,87.19,0.6486,-0.4619,-0.5261,-0.2984,8.95,-3.99,0.19
10.44,49.31,65.87,87.12,0.6489,-0.4617,-0.5261,-0.2982,8.95,-3.99,0.19
10.46,49.31,65.87,87.00,0.6493,-0.4615,-0.5258,-0.2983,8.95,-3.99,0.21
10.48,49.38,65.94,86.81,0.6495,-0.4614,-0.5253,-0.2989,8.95,-3.98,0.21
10.51,49.44,66.00,86.81,0.6493,-0.4615,-0.5253,-0.2992,8.95,-3.98,0.21
10.53,49.50,66.00,86.94,0.6490,-0.4617,-0.5255,-0.2993,8.96,-3.97,0.20
10.55,49.44,66.00,87.06,0.6488,-0.4619,-0.5257,-0.2990,8.95,-3.98,0.20
10.58,49.44,65.94,87.06,0.6489,-0.4617,-0.5258,-0.2988,8.95,-3.98,0.20
10.60,49.38,65.94,87.00,0.6491,-0.4615,-0.5258,-0.2985,8.95,-3.99,0.20
10.62,49.38,65.87,86.87,0.6494,-0.4614,-0.5256,-0.2986,8.95,-3.99,0.21
10.64,49.44,65.94,86.81,0.6495,-0.4614,-0.5252,-0.2992,8.95,-3.98,0.22
10.67,49.50,66.00,86.81,0.6493,-0.4615,-0.5251,-0.2994,8.96,-3.97,0.22
10.69,49.50,66.00,86.81,0.6491,-0.4615,-0.5253,-0.2995,8.96,-3.97,0.21
10.71,49.50,66.00,86.94,0.6489,-0.4617,-0.5256,-0.2992,8.96,-3.98,0.20
10.74,49.44,65.94,87.06,0.6489,-0.4617,-0.5259,-0.2988,8.95,-3.98,0.20
10.76,49.38,65.94,87.06,0.6489,-0.4617,-0.5259,-0.2986,8.95,-3.98,0.20
10.78,49.44,65.94,87.06,0.6490,-0.4615,-0.5259,-0.2988,8.95,-3.98,0.20
10.81,49.44,66.00,86.87,0.6492,-0.4614,-0.5254,-0.2993,8.95,-3.98,0.21
10.83,49.50,66.00,86.75,0.6493,-0.4614,-0.5252,-0.2996,8.96,-3.97,0.22
10.85,49.50,66.00,86.75,0.6492,-0.4614,-0.5252,-0.2996,8.96,-3.97,0.22
10.88,49.50,66.00,86.87,0.6492,-0.4615,-0.5254,-0.2993,8.95,-3.98,0.21
10.90,49.44,65.94,86.94,0.6490,-0.4615,-0.5256,-0.2990,8.95,-3.98,0.20
10.92,49.44,65.94,87.00,0.6490,-0.4616,-0.5257,-0.2989,8.95,-3.98,0.20
10.94,49.44,65.94,86.94,0.6491,-0.4615,-0.5256,-0.2991,8.95,-3.98,0.21
10.97,49.50,66.00,86.87,0.6492,-0.4614,-0.5255,-0.2993,8.95,-3.98,0.21
10.99,49.50,66.00,86.87,0.6492,-0.4615,-0.5253,-0.2994,8.96,-3.97,0.21
11.01,49.50,66.00,86.87,0.6491,-0.4615,-0.5254,-0.2994,8.96,-3.97,0.21
11.04,49.44,66.00,86.94,0.6490,-0.4616,-0.5255,-0.2992,8.95,-3.98,0.21
11.06,49.44,65.94,87.00,0.6490,-0.4617,-0.5256,-0.2990,8.95,-3.98,0.20
11.09,49.44,65.94,87.00,0.6490,-0.4617,-0.5256,-0.2990,8.95,-3.98,0.20
11.11,49.44,65.94,86.94,0.6491,-0.4615,-0.5255,-0.2991,8.95,-3.98,0.21
11.13,49.44,65.94,86.81,0.6493,-0.4614,-0.5254,-0.2991,8.95,-3.98,0.21
11.15,49.44,65.94,86.81,0.6494,-0.4613,-0.5253,-0.2993,8.95,-3.98,0.22
11.18,49.44,65.94,86.81,0.6494,-0.4613,-0.5253,-0.2992,8.95,-3.98,0.21
11.20,49.44,65.94,86.94,0.6491,-0.4615,-0.5256,-0.2991,8.95,-3.98,0.21
11.22,49.44,65.94,87.00,0.6488,-0.4617,-0.5258,-0.2990,8.95,-3.98,0.20
11.25,49.44,66.00,87.06,0.6488,-0.4618,-0.5258,-0.2990,8.95,-3.98,0.20
11.27,49.44,65.94,87.00,0.6489,-0.4617,-0.5257,-0.2990,8.95,-3.98,0.20
11.29,49.50,66.00,86.94,0.6490,-0.4616,-0.5255,-0.2992,8.96,-3.97,0.21
11.32,49.50,66.00,86.94,0.6490,-0.4616,-0.5255,-0.2994,8.96,-3.97,0.21
11.34,49.50,66.00,86.94,0.6490,-0.4616,-0.5255,-0.2993,8.96,-3.97,0.21
11.36,49.44,66.00,87.00,0.6489,-0.4616,-0.5256,-0.2991,8.95,-3.98,0.20
11.39,49.44,65.94,87.06,0.6488,-0.4618,-0.5258,-0.2989,8.95,-3.98,0.20
11.41,49.44,65.94,87.06,0.6488,-0.4618,-0.5258,-0.2989,8.95,-3.98,0.20
11.43,49.44,66.00,87.06,0.6488,-0.4618,-0.5258,-0.2990,8.95,-3.98,0.20
11.46,49.50,66.00,87.00,0.6488,-0.4618,-0.5256,-0.2993,8.96,-3.97,0.20
11.48,49.50,66.00,87.00,0.6488,-0.4618,-0.5256,-0.2993,8.96,-3.97,0.20
11.50,49.50,66.00,87.00,0.6488,-0.4618,-0.5256,-0.2993,8.96,-3.97,0.20
11.53,49.44,66.00,87.06,0.6487,-0.4619,-0.5257,-0.2991,8.96,-3.97,0.20
11.55,49.44,66.00,87.12,0.6487,-0.4619,-0.5259,-0.2988,8.95,-3.98,0.19
11.58,49.44,66.00,87.12,0.6486,-0.4620,-0.5259,-0.2988,8.95,-3.98,0.19
11.60,49.50,66.00,87.19,0.6485,-0.4621,-0.5259,-0.2990,8.96,-3.97,0.19
11.62,49.50,66.00,87.19,0.6485,-0.4621,-0.5258,-0.2990,8.96,-3.97,0.19
11.64,49.50,66.00,87.12,0.6485,-0.4621,-0.5258,-0.2991,8.96,-3.97,0.19
11.67,49.44,66.00,87.12,0.6487,-0.4619,-0.5257,-0.2990,8.96,-3.98,0.20
11.69,49.44,66.00,87.06,0.6487,-0.4619,-0.5258,-0.2990,8.95,-3.98,0.20
11.71,49.44,66.00,87.12,0.6487,-0.4619,-0.5258,-0.2989,8.95,-3.98,0.19
11.74,49.44,66.00,87.19,0.6486,-0.4620,-0.5259,-0.2988,8.95,-3.98,0.19
11.76,49.44,66.00,87.19,0.6486,-0.4621,-0.5259,-0.2988,8.95,-3.98,0.19
11.78,49.44,66.00,87.19,0.6485,-0.4621,-0.5259,-0.2988,8.96,-3.98,0.19
11.81,49.44,66.00,87.19,0.6485,-0.4621,-0.5259,-0.2988,8.96,-3.98,0.19
11.83,49.44,66.00,87.19,0.6485,-0.4621,-0.5259,-0.2988,8.96,-3.98,0.19
11.86,49.44,66.00,87.19,0.6485,-0.4621,-0.5259,-0.2988,8.96,-3.98,0.19
11.88,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
11.90,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
11.92,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
11.95,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
11.97,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
11.99,49.44,66.00,87.19,0.6485,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
12.02,49.44,66.00,87.25,0.6484,-0.4622,-0.5260,-0.2988,8.96,-3.98,0.19
12.04,49.44,66.00,87.25,0.6484,-0.4622,-0.5260,-0.2988,8.96,-3.98,0.19
12.06,49.44,66.00,87.25,0.6484,-0.4622,-0.5260,-0.2988,8.96,-3.98,0.19
12.09,49.44,66.00,87.19,0.6484,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
12.11,49.44,66.00,87.19,0.6484,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
12.13,49.44,66.00,87.19,0.6484,-0.4622,-0.5259,-0.2988,8.96,-3.98,0.19
12.15,49.44,66.00,87.25,0.6484,-0.4622,-0.5260,-0.2988,8.96,-3.98,0.18
12.18,49.44,66.00,87.25,0.6483,-0.4623,-0.5260,-0.2987,8.96,-3.98,0.18
12.20,49.44,66.00,87.25,0.6483,-0.4623,-0.5260,-0.2987,8.96,-3.98,0.18
12.23,49.44,66.00,87.25,0.6484,-0.4623,-0.5260,-0.2988,8.96,-3.98,0.18
12.25,49.44,66.00,87.25,0.6484,-0.4623,-0.5259,-0.2988,8.96,-3.97,0.18
12.27,49.44,66.00,87.25,0.6484,-0.4623,-0.5259,-0.2988,8.96,-3.97,0.18
12.29,49.44,66.00,87.25,0.6484,-0.4622,-0.5260,-0.2988,8.96,-3.98,0.18
12.32,49.44,65.94,87.25,0.6485,-0.4621,-0.5261,-0.2986,8.95,-3.98,0.18
12.35,49.44,66.00,87.25,0.6483,-0.4622,-0.5261,-0.2988,8.95,-3.98,0.18
12.38,49.44,66.00,87.25,0.6483,-0.4622,-0.5261,-0.2988,8.96,-3.98,0.18
12.40,49.44,66.00,87.25,0.6483,-0.4622,-0.5261,-0.2988,8.96,-3.98,0.18
12.43,49.44,66.00,87.25,0.6483,-0.4622,-0.5261,-0.2988,8.96,-3.98,0.18
12.45,49.44,66.00,87.25,0.6483,-0.4622,-0.5261,-0.2988,8.96,-3.98,0.18
12.48,49.44,66.00,87.31,0.6483,-0.4623,-0.5261,-0.2988,8.96,-3.98,0.18
12.50,49.44,66.00,87.37,0.6481,-0.4623,-0.5263,-0.2987,8.96,-3.98,0.18
12.53,49.44,66.00,87.37,0.6480,-0.4623,-0.5264,-0.2987,8.96,-3.98,0.17
12.56,49.44,66.00,87.31,0.6481,-0.4623,-0.5263,-0.2988,8.96,-3.98,0.18
12.58,49.44,66.00,87.31,0.6482,-0.4623,-0.5262,-0.2988,8.96,-3.98,0.18
12.61,49.44,66.00,87.31,0.6481,-0.4623,-0.5262,-0.2988,8.96,-3.98,0.18
12.63,49.44,66.00,87.37,0.6480,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.66,49.50,66.00,87.44,0.6479,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.68,49.50,66.00,87.44,0.6479,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.71,49.50,66.00,87.44,0.6479,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.74,49.50,66.00,87.44,0.6479,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.76,49.44,66.00,87.44,0.6479,-0.4624,-0.5264,-0.2987,8.96,-3.98,0.17
12.79,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.81,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.84,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.86,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.89,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.92,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.94,49.44,66.00,87.44,0.6478,-0.4625,-0.5265,-0.2986,8.96,-3.98,0.17
12.97,49.44,66.00,87.50,0.6478,-0.4626,-0.5266,-0.2986,8.96,-3.98,0.17
12.99,49.44,66.00,87.50,0.6478,-0.4626,-0.5266,-0.2986,8.96,-3.98,0.17
13.02,49.44,66.00,87.50,0.6478,-0.4626,-0.5266,-0.2986,8.96,-3.98,0.17
13.04,49.50,66.00,87.50,0.6478,-0.4625,-0.5266,-0.2986,8.96,-3.98,0.17
13.07,49.50,66.00,87.44,0.6478,-0.4624,-0.5266,-0.2987,8.96,-3.98,0.17
13.09,49.50,66.00,87.37,0.6479,-0.4623,-0.5265,-0.2988,8.96,-3.98,0.17
13.12,49.50,66.00,87.37,0.6479,-0.4623,-0.5265,-0.2988,8.96,-3.98,0.17
13.14,49.50,66.00,87.44,0.6478,-0.4624,-0.5266,-0.2987,8.96,-3.98,0.17
13.17,49.50,66.00,87.50,0.6478,-0.4625,-0.5266,-0.2987,8.96,-3.98,0.17
13.19,49.50,66.00,87.50,0.6478,-0.4625,-0.5266,-0.2987,8.96,-3.98,0.17
13.22,49.50,66.00,87.50,0.6478,-0.4625,-0.5266,-0.2987,8.96,-3.98,0.17
13.24,49.50,66.00,87.50,0.6478,-0.4625,-0.5266,-0.2987,8.96,-3.98,0.17
13.27,49.50,66.00,87.50,0.6476,-0.4625,-0.5267,-0.2986,8.96,-3.98,0.16
13.29,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.32,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.34,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.37,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.39,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.42,49.50,66.00,87.56,0.6476,-0.4626,-0.5267,-0.2986,8.96,-3.98,0.16
13.45,49.50,66.00,87.56,0.6475,-0.4627,-0.5268,-0.2985,8.96,-3.98,0.16
13.47,49.50,66.00,87.62,0.6475,-0.4627,-0.5268,-0.2985,8.96,-3.98,0.16
13.49,50.38,66.62,88.56,0.6428,-0.4656,-0.5276,-0.3027,9.00,-3.88,0.09
13.52,56.00,66.94,96.81,0.6095,-0.4562,-0.5613,-0.3244,9.02,-3.80,-0.45
13.55,52.94,65.12,94.62,0.6220,-0.4500,-0.5608,-0.3100,8.89,-4.10,-0.33
13.57,52.88,63.63,96.06,0.6218,-0.4357,-0.5771,-0.3008,8.71,-4.46,-0.44
13.59,50.00,61.63,95.44,0.6262,-0.4328,-0.5789,-0.2922,8.63,-4.63,-0.44
13.62,50.50,62.25,95.87,0.6240,-0.4370,-0.5771,-0.2944,8.68,-4.53,-0.47
13.65,51.00,63.44,94.44,0.6268,-0.4429,-0.5669,-0.2994,8.77,-4.36,-0.34
13.67,52.25,65.25,91.75,0.6320,-0.4518,-0.5443,-0.3164,8.97,-3.94,0.00
13.69,54.63,67.94,86.37,0.6356,-0.4558,-0.5297,-0.3282,9.09,-3.66,0.22
13.72,55.50,68.81,83.50,0.6384,-0.4562,-0.5211,-0.3359,9.14,-3.50,0.45
13.74,54.75,68.19,82.06,0.6437,-0.4518,-0.5199,-0.3336,9.10,-3.60,0.50
13.77,53.38,66.94,83.25,0.6459,-0.4479,-0.5259,-0.3250,8.98,-3.91,0.36
13.80,53.63,65.81,89.50,0.6321,-0.4443,-0.5485,-0.3197,8.94,-4.01,0.03
13.82,55.50,66.25,94.94,0.6101,-0.4539,-0.5643,-0.3215,8.98,-3.89,-0.47
13.85,57.25,67.37,101.62,0.5961,-0.4636,-0.5690,-0.3254,9.05,-3.69,-0.76
13.87,58.00,68.37,103.75,0.5910,-0.4766,-0.5617,-0.3289,9.14,-3.43,-0.83
13.89,58.06,69.62,101.62,0.5959,-0.4798,-0.5523,-0.3311,9.19,-3.33,-0.69
13.92,54.06,69.06,94.69,0.6205,-0.4813,-0.5320,-0.3167,9.16,-3.48,-0.23
13.94,54.69,68.31,89.25,0.6294,-0.4630,-0.5324,-0.3257,9.11,-3.61,0.04
13.97,52.75,67.00,84.56,0.6458,-0.4484,-0.5285,-0.3203,8.99,-3.87,0.38
14.00,53.19,66.06,86.25,0.6404,-0.4440,-0.5382,-0.3210,8.96,-3.96,0.25
14.02,52.94,65.69,85.56,0.6443,-0.4408,-0.5374,-0.3188,8.93,-4.03,0.33
14.05,53.25,65.87,86.31,0.6403,-0.4423,-0.5397,-0.3212,8.95,-3.99,0.25
14.07,53.75,66.44,87.50,0.6361,-0.4469,-0.5402,-0.3224,9.01,-3.86,0.10
14.09,54.69,67.25,89.87,0.6282,-0.4534,-0.5423,-0.3251,9.04,-3.78,0.00
14.12,54.94,67.44,90.81,0.6255,-0.4557,-0.5433,-0.3254,9.05,-3.76,-0.05
14.15,54.94,67.06,91.50,0.6240,-0.4532,-0.5476,-0.3246,9.03,-3.81,-0.10
14.17,55.13,66.12,91.81,0.6236,-0.4384,-0.5608,-0.3232,8.91,-4.08,-0.13
14.20,56.00,63.88,94.50,0.6133,-0.4227,-0.5820,-0.3262,8.80,-4.29,-0.34
14.22,55.38,62.06,96.37,0.6090,-0.4083,-0.6028,-0.3147,8.59,-4.67,-0.58
14.25,55.44,60.38,100.12,0.5980,-0.4020,-0.6180,-0.3145,8.52,-4.76,-0.85
14.27,53.81,60.13,98.06,0.6080,-0.4034,-0.6102,-0.3087,8.51,-4.82,-0.59
14.30,55.25,61.56,96.87,0.6083,-0.4078,-0.6019,-0.3184,8.62,-4.63,-0.56
14.32,56.75,63.00,96.12,0.6066,-0.4147,-0.5917,-0.3315,8.78,-4.34,-0.43
14.35,58.50,64.37,95.12,0.6047,-0.4158,-0.5887,-0.3389,8.84,-4.21,-0.38
14.37,59.44,64.75,94.44,0.6068,-0.4122,-0.5879,-0.3409,8.83,-4.24,-0.30
14.40,58.31,63.38,95.25,0.6046,-0.4070,-0.5957,-0.3375,8.76,-4.37,-0.40
14.42,56.69,62.13,96.06,0.6067,-0.4045,-0.6009,-0.3273,8.63,-4.61,-0.57
14.45,55.88,60.94,99.19,0.6000,-0.4036,-0.6131,-0.3182,8.57,-4.69,-0.76
14.47,55.50,60.75,100.75,0.5964,-0.4068,-0.6166,-0.3141,8.56,-4.67,-0.96
14.50,56.44,61.38,102.62,0.5892,-0.4130,-0.6181,-0.3166,8.61,-4.57,-1.03
14.52,57.00,62.13,102.44,0.5912,-0.4178,-0.6103,-0.3217,8.69,-4.43,-0.92
